Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
261.3492148553698,163.59227206707402,RL,72.33070348398991,11060.018116047668,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,6,1978.792008664976,1979.5432902986608,Gable,CompShg,HdBoard,VinylSd,BrkFace,6.274896922447524,Gd,TA,PConc,Gd,TA,No,GLQ,2.051791931013894,Unf,8.473262828562607,657.1630596238983,610.4280285657004,GasA,TA,Y,SBrkr,543.6673545263014,658.0707324029598,1.7554378309913776,1223.6614385017574,0,0,1,1,3,1,TA,6,Maj1,1,TA,Attchd,1981.834712005692,RFn,1,297.9249978953567,TA,TA,Y,4.608611020367218,28.755195766845162,0.0,2.822379623211279,0.0,0.0,Fa,MnPrv,TenC,5.391689495049738,4,2009.0,WD,Normal,125737.09905427355
508.290165237737,181.57791368304345,RL,23.09479948407661,2567.146261246078,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,4,8,1970.0117659171688,2002.8658400830202,Hip,CompShg,WdShing,VinylSd,BrkFace,0.5352680300024636,Gd,TA,PConc,Gd,TA,No,LwQ,530.9551727167367,Unf,0.0,62.81997128526855,618.8233389845276,GasA,Gd,Y,SBrkr,628.636341478081,13.691010488445757,1.8127110221025826,587.7979844839847,1,0,1,0,1,1,TA,3,Typ,0,Gd,Attchd,1970.0117659171688,RFn,1,289.32284849299157,TA,TA,Y,0.0,0.0,2.783995214342724,0.0,3.543696274285135,1.096961929375504,Fa,MnPrv,Shed,0.0,5,2009.0,New,Normal,80806.29669596953
-44.408123282046596,58.17219234928936,RL,85.06615428564496,11820.206033271645,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,9,5,2004.8088405396882,2006.0774362909438,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,285.6383272628185,TA,TA,CBlock,Gd,TA,No,Rec,1016.0638789291222,Unf,5.8333600684976075,160.8434368621966,1202.1965050281203,GasA,TA,Y,SBrkr,1139.4520702462016,1137.4022420274553,-6.879486560612392,2282.1059263690895,1,0,3,0,4,1,Gd,11,Typ,2,TA,Attchd,2006.1589035837483,RFn,3,736.0413117606133,TA,TA,N,155.7720293989476,20.395432714755593,1.9858569940008097,2.482664720115883,0.0,0.0,Ex,GdPrv,Shed,0.0,7,2006.0,WD,Normal,348962.363980506
1265.744068670026,53.559907352324196,RM,,11340.935056163604,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,4,5,1957.0342729518702,1989.6570414974028,Hip,CompShg,Wd Sdng,VinylSd,BrkFace,7.389448260642296,TA,TA,BrkTil,TA,TA,Gd,ALQ,20.76774047013675,Unf,0.0,1116.2624379683311,1097.3019558760586,GasA,Ex,Y,FuseA,1130.0691079215042,674.4058169643228,4.255710991817534,1842.1872028902678,1,0,1,0,5,1,TA,8,Typ,2,Fa,Detchd,1957.6029544322778,RFn,1,295.58112068889966,TA,TA,Y,113.47561189233924,4.3671758525339115,1.3552176920632062,1.9955350985176448,4.783271332955418,0.44413987485327605,Ex,MnPrv,Shed,6.268657261999703,11,2009.0,WD,AdjLand,161334.94200835013
547.1734144479822,23.5726005018583,RL,,12751.021070471985,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Twnhs,1Story,5,6,1955.4304884304602,1996.822004206199,Gable,CompShg,Stucco,VinylSd,Stone,194.01815929234678,TA,TA,BrkTil,TA,TA,Av,Unf,1324.1029550662263,Unf,0.0,54.152169446713614,1433.099598087895,GasA,Ex,Y,SBrkr,1370.5559205777433,0.0,-1.9047953918182685,1440.3467098061174,1,0,1,1,3,1,Gd,5,Min2,1,TA,Attchd,1957.7434474443933,Unf,2,523.9508157166401,TA,TA,Y,0.0,0.0,6.568149860864098,0.0,95.68203045386836,3.2895703550197704,Gd,GdWo,Shed,36.97496185578179,5,2010.0,WD,Normal,127157.13270432067
19.606788074517716,20.796675777939075,RL,116.24664220230439,16075.236702942704,Pave,Pave,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,2fmCon,1Story,5,6,1958.5264345735072,1958.8373598825974,Gable,CompShg,MetalSd,VinylSd,Stone,6.738242365220051,Gd,Gd,PConc,TA,TA,No,GLQ,975.7898812224411,Unf,5.61927057914738,423.22542869014745,1299.6861572712796,GasA,TA,Y,SBrkr,1376.2892650490412,0.0,-2.4658672709629847,1368.334108155885,0,1,1,1,2,1,TA,5,Typ,2,Gd,Detchd,1959.1859382853875,Unf,1,325.2493769498768,TA,TA,Y,3.79805595897352,108.12843446607926,0.0,0.0,0.0,0.0,Ex,GdPrv,Shed,51.38032952532359,7,2007.0,WD,Partial,166743.51994496144
717.8673004661357,27.334589586251788,RL,54.32337736674459,9854.302385591136,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1924.017912609397,2006.3538537507518,Gable,CompShg,Wd Sdng,Plywood,BrkFace,15.655768069763441,Gd,TA,CBlock,TA,TA,Av,BLQ,1.7632213165906545,Unf,0.0,802.1044048115173,759.6044915901974,GasA,Ex,Y,SBrkr,766.1584293312242,29.733839168211382,-2.3652907886773322,772.0921717174157,0,0,1,0,2,1,Gd,5,Typ,0,Gd,Detchd,1924.017912609397,Unf,1,249.13314738056312,TA,TA,Y,327.8196562306563,1.075191361312744,123.35675455762463,4.53021249161411,3.6204917594932007,4.342007605776814,Ex,GdPrv,Shed,19.364943640345924,5,2009.0,WD,Normal,105160.17766514269
574.7081631974146,118.77576186365447,RL,,5183.195937273094,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,5,2003.4903377770038,2003.4903377770038,Hip,CompShg,BrkFace,CmentBd,Stone,166.8191586195018,TA,TA,CBlock,TA,TA,Gd,GLQ,714.663366756548,Unf,0.0,170.49113378981366,871.8394072563025,GasA,Gd,Y,SBrkr,860.1680594242961,13.496966967446248,4.188020471260136,834.2562847404173,1,0,1,0,1,1,TA,4,Typ,0,TA,BuiltIn,2003.4903377770038,Fin,2,419.7872792715111,TA,TA,Y,143.5467427129314,2.1096644584437567,0.5626669832100967,0.0,2.222832837569739,0.0,Gd,GdPrv,Shed,0.0,5,2009.0,WD,Normal,133300.4762156079
1429.20163907518,180.84800259560598,RM,33.485876666403115,4271.901738903312,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,5,2006.6729960943228,2006.6729960943228,Gable,CompShg,CemntBd,Plywood,BrkFace,79.38461837581558,TA,TA,PConc,Ex,TA,Av,Unf,569.1344446752719,Unf,5.754568207262158,13.42471481717533,524.9094797624574,GasA,Ex,Y,SBrkr,1048.2840063587544,0.0,5.015879329265234,1014.038978488167,1,0,1,0,2,1,TA,5,Typ,0,TA,Detchd,2006.6729960943228,Fin,2,539.8129092946624,TA,TA,Y,0.3266875218188524,24.37595792220115,0.0,1.3363313139677209,0.0,0.0,Fa,GdWo,Shed,0.0,5,2006.0,New,Normal,149083.17266059786
1184.2339621055305,119.44156317284067,RL,64.09456746227852,6489.529426679563,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,5,2008.7302594554494,2008.7302594554494,Gable,CompShg,VinylSd,HdBoard,BrkFace,173.31432400055363,Gd,TA,CBlock,Gd,TA,Av,ALQ,1432.685474595723,Unf,24.464299856665324,103.2827693477125,1592.8024126104688,GasA,Ex,Y,SBrkr,1645.578457495903,0.0,1.6078278909688972,1641.2637719103896,1,1,2,0,2,1,TA,5,Typ,1,TA,Attchd,2008.851037859571,RFn,2,504.7965067121796,TA,TA,Y,155.42955621667585,58.96777396943038,9.099738733074814,154.46542565140095,0.0,6.758197333152855,Gd,MnPrv,Shed,64.69550026195407,11,2008.0,WD,Normal,390024.5812155546
1260.2336049552043,22.780289734464986,RL,67.0884260944534,9233.034514803836,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006.4178467882032,2006.5947872863728,Gable,CompShg,Stucco,HdBoard,Stone,57.132604792755714,Gd,TA,PConc,Gd,TA,Gd,Unf,422.4834204418943,Unf,0.0,1066.2400734244316,1514.7954108631563,GasA,Ex,Y,SBrkr,1483.8846478633072,24.744750098937953,-1.6373767146890217,1490.2767615272387,0,0,2,0,2,1,TA,6,Typ,1,TA,Attchd,2007.1671790896462,Unf,2,481.98476725966907,TA,TA,Y,119.76771443118726,32.00514844267819,0.0,0.0,0.0,0.026043785685225477,Ex,MnPrv,Shed,0.0,12,2007.0,WD,Normal,263387.34099667275
129.81956768276305,15.470277804389077,RM,,6445.71383872679,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,8,5,2002.152066934312,2002.9443766482188,Gable,CompShg,VinylSd,BrkFace,BrkFace,133.63348770512422,Gd,TA,PConc,Gd,TA,No,LwQ,947.4230747931117,Unf,9.479806405493184,243.51212499969407,1243.2098488170197,GasA,TA,N,SBrkr,1296.6980785451947,62.02355392688541,9.90152527611391,1351.1820281631801,1,0,2,0,2,1,TA,6,Typ,0,Gd,Detchd,2002.2459206154797,Unf,2,480.5166875999973,Fa,TA,Y,187.4283406919267,22.84049671048368,0.0,1.4317787847800618,0.013074424319540753,2.2478588770354544,Gd,MnPrv,Shed,0.0,6,2009.0,WD,Normal,226766.58321241863
1125.4227447681012,85.57542596536904,RL,61.54483668415762,9308.765820530507,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,3,4,1949.7247103940326,1950.338934713566,Gable,CompShg,Wd Sdng,MetalSd,BrkFace,0.0,TA,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,0.0,14.820257382316266,GasA,TA,Y,SBrkr,1084.7821616531428,46.80024555252542,-0.061017377532574225,1029.8671036773376,0,0,2,0,2,2,TA,6,Min1,0,Gd,Attchd,1986.799614436935,Unf,2,389.3143301484216,Fa,TA,Y,0.0,3.9369536468163235,2.310748155933485,0.0,0.0,0.3924594204122733,Ex,GdWo,Shed,29.995826687064728,6,2009.0,WD,Partial,94282.72888310545
1046.6705257670717,190.53556659043943,RL,,7873.503876918213,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Artery,Norm,TwnhsE,2Story,5,8,1917.4079942964572,1994.9421144977405,Gable,CompShg,HdBoard,VinylSd,BrkFace,7.6892282631489755,Gd,Fa,PConc,TA,TA,Av,GLQ,0.0,Unf,19.136385668603506,670.7694553956625,708.9292223397672,GasA,TA,Y,SBrkr,986.6254120375293,985.6761672905805,-2.221129261530968,1915.724788053206,0,0,2,0,5,2,Gd,10,Min1,0,Gd,Attchd,1917.4079942964572,Unf,0,11.272311416693478,TA,TA,Y,1.2137401519753621,0.43989386653556123,226.95700609086583,1.8214562190836567,0.0,0.8350196540961478,Gd,GdPrv,Shed,0.0,7,2006.0,WD,Normal,162621.0470479593
883.715101355649,18.54451734390051,RL,86.18901802803137,15308.27016189723,Pave,Pave,Reg,Lvl,AllPub,Inside,Sev,NWAmes,Norm,Norm,1Fam,1Story,8,5,2003.0141586602697,2003.0141586602697,Gable,CompShg,MetalSd,VinylSd,BrkCmn,250.031827484062,TA,TA,BrkTil,Gd,TA,No,Unf,1295.9135871715241,Unf,0.0,360.40179191001255,1618.3534356847204,GasA,TA,Y,FuseF,1608.720918666785,0.0,3.4875845304871342,1639.644586111437,1,0,2,0,3,1,Ex,9,Typ,1,Gd,Attchd,2003.0141586602697,RFn,3,808.1691304650531,TA,TA,Y,8.76277045471732,251.16385636126617,0.0,0.2559580431933819,0.0,0.0,Fa,GdPrv,Shed,43.687846763668716,11,2007.0,WD,Normal,258619.92203046425
57.37399999887204,58.14328398901854,RL,75.96980514664882,10172.093095156959,Pave,Grvl,Reg,Low,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,1997.595995876236,1997.595995876236,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,31.22812337818798,TA,TA,CBlock,Gd,TA,No,GLQ,0.0,LwQ,0.0,869.3351540742908,833.228764426593,GasA,TA,Y,SBrkr,886.1595517455348,786.1466475882282,-0.4122037079249242,1749.2867677819502,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1999.402065261932,Fin,2,425.5606106675393,Gd,TA,Y,0.0,99.09473810256794,0.0,0.0,283.22119515175063,3.4672427974446043,Gd,MnPrv,Shed,0.0,12,2009.0,WD,Normal,188929.05804220896
382.4185223059962,24.76471338606359,RL,59.22376182999619,8466.603097155627,Pave,Grvl,IR1,Low,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1.5Fin,5,2,1921.7432710066437,1949.5585221389058,Gable,CompShg,VinylSd,Wd Sdng,BrkFace,15.04082999343554,Gd,TA,CBlock,Gd,TA,Mn,ALQ,0.0,Unf,5.772822467944163,929.9627447706737,929.5254781283504,GasA,Ex,Y,SBrkr,1045.5086102039218,3.749166053238709,7.115274004404583,1134.1176611183346,0,0,1,0,2,1,TA,6,Typ,0,Gd,Detchd,1921.7432710066437,Fin,1,352.21424779973654,TA,TA,Y,15.121466769649487,0.840265888437956,10.541976785763316,0.0,0.7909934997968847,6.600218475657736,Gd,MnPrv,Shed,0.0,11,2007.0,WD,Normal,70753.00114995119
1443.1472363246507,30.057876027686365,RL,57.69644498817151,7333.702614944168,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1940.4049623328804,1992.5776007911627,Gable,CompShg,VinylSd,MetalSd,Stone,290.15576027223585,TA,TA,PConc,TA,TA,No,Unf,534.7463825008157,Unf,0.0,319.3736477697481,810.4496989696062,GasA,Ex,Y,SBrkr,766.3487407596439,0.0,-2.880609291697725,778.2727187183998,1,0,1,0,2,1,TA,4,Typ,2,Ex,Detchd,1940.4049623328804,Unf,1,236.6858018304698,TA,TA,Y,0.0,2.2460269291796875,152.466130476734,0.0,0.0,0.0,Gd,MnPrv,Shed,27.92690431706664,2,2010.0,WD,Normal,125021.1787945087
500.5345599389419,79.84379001661092,RM,96.1173013020879,12435.325320280937,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1967.9870209465669,1967.9870209465669,Gable,CompShg,Stucco,MetalSd,BrkFace,115.132579902742,TA,TA,CBlock,TA,TA,No,GLQ,305.4295343884259,Unf,563.2059949844719,260.3167567880254,1125.4801628097068,GasA,Ex,Y,SBrkr,1301.9526453291983,4.742387771226648,-0.6153209722127556,1313.7112858258113,1,0,1,0,3,1,TA,6,Typ,2,Gd,Attchd,1967.9870209465669,Fin,2,550.1006291600063,TA,TA,N,152.09730648026203,67.67701152773685,236.77852392545063,0.0,0.0,5.451536516411415,Fa,MnPrv,Shed,0.0,5,2006.0,WD,Normal,171584.41800540336
934.2281605021634,21.93497738483088,RL,78.6101663876801,11115.702861898437,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,5,1976.2747095360055,1976.2747095360055,Gable,CompShg,VinylSd,VinylSd,BrkFace,182.14417610159035,TA,TA,Slab,TA,TA,No,Unf,15.624248433522213,Unf,0.0,1147.310541535911,1102.014686400717,GasA,TA,N,SBrkr,1415.552870787808,8.881339339152586,5.217089380853335,1375.037672604135,0,0,2,0,3,1,Ex,6,Typ,1,Gd,Attchd,1976.2747095360055,Unf,2,496.1236049108619,TA,TA,Y,20.45783884320466,0.0,3.831638022638803,0.0,0.0,1.6779711381485587,Ex,MnPrv,Shed,0.0,6,2009.0,WD,Normal,154752.47107975907
145.67201417904155,20.204033814319484,RL,67.20653579871161,8672.79021183849,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Artery,Norm,TwnhsE,1Story,5,7,1957.4908425912372,1991.1019312980031,Gable,CompShg,VinylSd,VinylSd,Stone,94.32152600633009,TA,TA,CBlock,TA,TA,No,ALQ,545.3076822719016,Unf,37.379695308205754,461.5905807182639,992.0802138934721,GasA,TA,Y,SBrkr,1007.3318044191404,21.907121757502793,1.66142422215518,1043.2063050325562,0,1,1,1,3,1,Gd,6,Typ,0,TA,CarPort,1997.5913787210357,Unf,2,753.3724691813405,TA,TA,N,0.7391283257965672,79.18066617457633,1.7364286546908017,181.36957186772554,0.0,0.0,Fa,GdPrv,Shed,0.0,7,2006.0,WD,Normal,140719.97623352238
935.393756548618,19.607354024202337,RL,71.77557494913587,9145.347430011741,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,8,5,2006.3045449323502,2006.8827755316338,Hip,CompShg,VinylSd,Wd Shng,Stone,0.541331355315446,TA,TA,CBlock,Gd,TA,No,Unf,0.11215832173898121,Unf,12.056863418026389,1517.8239541414932,1453.8776816730012,GasA,TA,Y,FuseP,1481.5954583705468,0.0,-1.008547254356613,1443.1760894691795,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2006.3045449323502,Unf,3,599.5232085995591,TA,TA,Y,97.58480027159565,12.931746286886066,0.0,0.0,0.0,0.0,Gd,MnPrv,Shed,0.0,7,2009.0,WD,Normal,199527.77961193986
1264.8712543192582,83.48514592974168,RL,74.22486622172771,6995.571590362298,Pave,Grvl,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,5,1959.6776654371884,1960.4271136493205,Hip,CompShg,VinylSd,HdBoard,Stone,0.0,TA,TA,PConc,TA,TA,No,GLQ,679.846175555863,Unf,6.531820945878281,418.06099289559506,1068.8191324261102,GasA,TA,Y,SBrkr,1519.4571877357146,0.0,-3.140074980941844,1497.547689645479,0,0,2,0,4,1,Gd,7,Typ,0,Gd,Attchd,1961.0739226815183,Unf,1,404.6371075587463,TA,TA,Y,0.8215090621877718,4.66842853446087,0.0,0.0,0.0,2.9235626358760345,Ex,GdPrv,Shed,38.34880623303758,8,2008.0,WD,Normal,129678.60690335902
335.1675605014568,16.113731855739378,RL,78.2314027064247,12778.173354629287,Pave,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1980.4823570105768,1982.3679325081237,Hip,CompShg,HdBoard,Plywood,BrkFace,192.05316815295592,TA,TA,PConc,Gd,TA,Mn,Unf,576.8528251446086,Unf,235.99984979963924,597.3243005953692,1437.339240506818,GasA,Ex,Y,SBrkr,1401.8878761462463,0.0,-3.8663663750850077,1377.1903342598216,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1981.400278180264,RFn,2,581.6297323081725,TA,TA,Y,276.91625310765824,0.0,0.0,0.0,2.6535586078774935,0.0,Fa,MnPrv,Shed,8.694131896039575,6,2008.0,WD,Abnorml,175747.36675973114
818.6980850687967,61.58826991625235,RL,92.61521893798869,9372.711144269222,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Artery,Norm,1Fam,SLvl,7,5,1997.1519887975976,1997.4387986600998,Gable,CompShg,Wd Sdng,VinylSd,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,GLQ,867.4437727313878,Rec,28.579518928442265,245.63532387901623,1164.9662723123847,GasA,TA,N,SBrkr,1144.4540508824114,893.9601190110337,-4.406771785223591,1990.7000845354876,1,0,2,1,3,1,TA,8,Typ,1,Gd,Attchd,1997.7322308467185,RFn,2,442.39761228981547,TA,TA,Y,175.1776078280892,135.9110770618827,0.0,0.0,0.0,1.2490322682240393,Gd,GdWo,TenC,45.482939181830126,6,2007.0,WD,Normal,269072.09293434734
281.00203689448796,55.05166645001285,RL,62.92206558574788,8914.648924841798,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,TwnhsE,1Story,6,5,2003.9737468101644,2003.9737468101644,Gable,CompShg,VinylSd,Plywood,Stone,12.580295786858484,TA,TA,CBlock,Gd,TA,No,Unf,8.854034480501683,Unf,4.703763329729623,809.6046311674816,801.4190149499958,GasA,TA,Y,SBrkr,815.3307442691025,848.1597829293129,3.3076177000749487,1594.6436831256276,0,0,2,1,3,1,TA,6,Typ,0,TA,Attchd,2003.9737468101644,RFn,2,516.7075446017983,TA,Po,Y,138.4999291853165,44.22340013224693,3.2546372971452224,2.9955257308207552,4.6174674377443,2.0341521628926937,Ex,GdPrv,Shed,13.959733985205814,12,2008.0,WD,Normal,178392.28607372823
825.857015570719,17.5175769643565,RL,56.86574419435764,5196.994056755091,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,4,4,1951.537554842944,1952.951429908227,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,0.0,TA,TA,BrkTil,TA,TA,Av,BLQ,0.0,Unf,1.2403437624072338,904.6357415386794,913.8883420886112,GasA,Ex,Y,SBrkr,934.9859872252146,78.77813753863639,2.6739562787358597,936.4463566365424,0,0,1,0,2,1,TA,4,Typ,0,TA,Attchd,1974.9877137395183,RFn,2,575.6247882758939,TA,TA,Y,0.0,30.025496544150275,113.935800663444,0.5486810733054113,0.0,4.227202365547801,Gd,MnPrv,Shed,9.92551114830343,2,2009.0,WD,Normal,89058.94322457256
1308.823192805792,56.40927376092218,RL,,10292.638479231147,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1990.1930004673875,1990.8683013730158,Gable,CompShg,CemntBd,VinylSd,BrkFace,340.2326431403965,Gd,TA,PConc,Gd,TA,No,GLQ,497.25429694729945,Unf,3.7968596653547224,896.4683930151232,1408.7921919472212,GasA,TA,Y,SBrkr,1448.9302787998154,1287.963778329134,1.7735293484553865,2795.5967934312253,0,0,2,1,4,1,TA,9,Typ,1,TA,Basment,1990.1930004673875,Fin,2,720.227532813712,TA,TA,Y,488.7108124090256,4.606451349348822,0.0,0.0,2.1285947029605556,0.0,Gd,MnPrv,TenC,0.0,6,2007.0,WD,Normal,300548.1081068829
149.9579914876807,47.31536310137748,RL,57.444835595296645,5724.86256073259,Pave,Grvl,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1.5Fin,4,6,1956.1137257519144,1956.1137257519144,Gable,CompShg,VinylSd,Wd Sdng,Stone,3.1292471247760014,Ex,TA,CBlock,TA,TA,No,GLQ,0.0,Unf,14.356265119860087,869.6381074284777,917.6212002234155,GasA,TA,Y,SBrkr,875.3560734605426,33.92542176960569,-3.7610783806704084,861.9348162753572,0,0,1,0,1,1,TA,4,Typ,0,Gd,Attchd,1956.1137257519144,Fin,0,25.874169261989213,TA,TA,Y,0.0,8.224421502189971,7.39230892622493,2.377688759313719,3.2290787996399017,0.0,Ex,MnPrv,Shed,0.0,4,2007.0,WD,Family,102731.16328670346
70.61920408034601,59.80631768390534,RM,69.56824577025776,8791.07432831658,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1996.5754006695272,1996.6190565285735,Gable,CompShg,Wd Sdng,VinylSd,BrkFace,0.0,TA,TA,PConc,TA,TA,Av,GLQ,612.5272375930936,LwQ,26.302989666668243,177.26592848218388,829.3856201091414,GasA,Ex,Y,FuseA,882.1623081556704,913.3512849348344,-0.9906647767851784,1786.5873978903676,1,0,2,1,3,1,Gd,7,Typ,0,TA,Attchd,1997.1212707553316,Unf,2,708.7334347689882,TA,TA,Y,0.0,163.82571504470462,0.0,2.2407316701492954,0.0,2.713173818299961,Gd,GdPrv,Shed,19.34249655134844,5,2007.0,WD,Partial,217321.3100215992
812.7243585292415,59.96001635304136,RL,45.01757132464058,10031.042784157893,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2003.2424616848762,2003.4397248258524,Gable,CompShg,HdBoard,MetalSd,BrkFace,212.8996453456986,Gd,TA,PConc,Gd,Fa,No,BLQ,459.80187012990024,Unf,0.0,475.18281733257476,933.8872948630517,GasA,Fa,Y,SBrkr,945.4756739162036,860.0312263859889,1.1100167134855274,1738.0200635512692,1,0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,2003.6718878154186,Fin,2,615.1688822042795,TA,TA,N,190.80978521833936,41.436204611358235,0.0,0.0,6.413654261671074,1.0238908132858064,Gd,MnPrv,Shed,0.0,1,2010.0,WD,Normal,225945.34066244683
1094.1414461054142,56.72291938769509,RL,81.25551250517597,9415.52104837144,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,5,1994.960033010715,1995.8016598579907,Mansard,CompShg,VinylSd,HdBoard,Stone,0.0,TA,TA,PConc,TA,TA,No,GLQ,610.0040493222318,Unf,0.0,556.2864238484597,1129.796969997602,GasA,Fa,Y,SBrkr,1128.3310785690855,863.5672851006876,4.290907958150204,2008.3393590306698,0,0,2,1,3,1,TA,8,Typ,1,Gd,BuiltIn,1994.960033010715,Fin,2,469.74453620362306,TA,TA,Y,0.0,156.47214855339593,0.0,1.7009031354701636,0.4111932630300977,0.9531403413705347,Gd,MnWw,Shed,34.311935546290805,6,2009.0,WD,Normal,247167.76253744162
333.76082858761015,189.11259557992352,RL,,165183.70551870976,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,TwnhsE,2Story,5,6,1965.5742466372906,1965.5742466372906,Gable,CompShg,MetalSd,VinylSd,Stone,0.6678451354831516,TA,TA,PConc,Gd,TA,Av,ALQ,1197.905210640088,LwQ,160.12791407964542,107.35588672021413,1522.5437518423994,GasA,Gd,Y,SBrkr,1623.3710399061763,220.8284123543632,1.2287565380236183,1793.1586993286894,2,0,2,0,3,1,Gd,7,Typ,2,Fa,Attchd,1965.5742466372906,Unf,2,533.1634085777597,TA,TA,Y,685.5366481408735,0.0,0.0,3.392188052124605,0.0,0.5132596657250653,Gd,MnPrv,Shed,709.1200541130371,8,2008.0,WD,Normal,222802.24645182665
